Number of Cars,Flux Marker Position,Traffic Light Time,Average Flux
130,149,25,0.29
131,149,25,0.27625
131,149,25,0.28
131,149,25,0.275
132,149,25,0.27625
132,149,25,0.27625
132,149,25,0.275
133,149,25,0.27375
133,149,25,0.2725
133,149,25,0.2725
134,149,25,0.27125
134,149,25,0.2625
134,149,25,0.27
135,149,25,0.26625
135,149,25,0.26375
135,149,25,0.265
136,149,25,0.26375
136,149,25,0.26125
136,149,25,0.2625
137,149,25,0.2575
137,149,25,0.26125
137,149,25,0.2475
138,149,25,0.2575
138,149,25,0.255
138,149,25,0.2475
139,149,25,0.25375
139,149,25,0.255
139,149,25,0.25
140,149,25,0.24625
140,149,25,0.24875
140,149,25,0.2475
141,149,25,0.23875
141,149,25,0.24375
141,149,25,0.23875
142,149,25,0.235
142,149,25,0.23625
142,149,25,0.24
143,149,25,0.2375
143,149,25,0.23375
143,149,25,0.2325
144,149,25,0.23375
144,149,25,0.23375
144,149,25,0.22875
145,149,25,0.2275
145,149,25,0.22375
145,149,25,0.225
146,149,25,0.22625
146,149,25,0.22125
146,149,25,0.22
147,149,25,0.21625
147,149,25,0.21875
147,149,25,0.21875
148,149,25,0.20625
148,149,25,0.215
148,149,25,0.21875
149,149,25,0.215
149,149,25,0.21375
149,149,25,0.2075
150,149,25,0.2075
150,149,25,0.21375
150,149,25,0.21125
151,149,25,0.2
151,149,25,0.1975
151,149,25,0.2025
152,149,25,0.2
152,149,25,0.19625
152,149,25,0.2
153,149,25,0.1925
153,149,25,0.19625
153,149,25,0.195
154,149,25,0.195
154,149,25,0.1925
154,149,25,0.195
155,149,25,0.185
155,149,25,0.18625
155,149,25,0.18875
156,149,25,0.18125
156,149,25,0.18375
156,149,25,0.18125
157,149,25,0.1825
157,149,25,0.18
157,149,25,0.1775
158,149,25,0.1725
158,149,25,0.1775
158,149,25,0.17875
159,149,25,0.16375
159,149,25,0.175
159,149,25,0.165
160,149,25,0.1675
160,149,25,0.1625
160,149,25,0.165
161,149,25,0.16125
161,149,25,0.17
161,149,25,0.16
162,149,25,0.1525
162,149,25,0.15875
162,149,25,0.16125
163,149,25,0.155
163,149,25,0.14875
163,149,25,0.155
164,149,25,0.15
164,149,25,0.1425
164,149,25,0.1525
165,149,25,0.145
165,149,25,0.14875
165,149,25,0.14375
166,149,25,0.1425
166,149,25,0.145
166,149,25,0.14375
167,149,25,0.135
167,149,25,0.13375
167,149,25,0.1325
168,149,25,0.12875
168,149,25,0.13625
168,149,25,0.1325
169,149,25,0.1275
169,149,25,0.12625
169,149,25,0.125
170,149,25,0.12375
170,149,25,0.125
170,149,25,0.1225
171,149,25,0.11875
171,149,25,0.12
171,149,25,0.1275
172,149,25,0.1225
172,149,25,0.12125
172,149,25,0.11375
173,149,25,0.1175
173,149,25,0.11125
173,149,25,0.11125
174,149,25,0.11
174,149,25,0.11125
174,149,25,0.10375
175,149,25,0.1
175,149,25,0.1075
175,149,25,0.105
176,149,25,0.09875
176,149,25,0.10375
176,149,25,0.10375
177,149,25,0.09625
177,149,25,0.0925
177,149,25,0.09625
178,149,25,0.09375
178,149,25,0.09125
178,149,25,0.08875
179,149,25,0.08625
179,149,25,0.0925
179,149,25,0.09125
180,149,25,0.08625
180,149,25,0.08
180,149,25,0.08625
181,149,25,0.0825
181,149,25,0.08
181,149,25,0.0775
182,149,25,0.075
182,149,25,0.07625
182,149,25,0.07625
183,149,25,0.0775
183,149,25,0.07125
183,149,25,0.07125
184,149,25,0.07125
184,149,25,0.065
184,149,25,0.07125
185,149,25,0.0675
185,149,25,0.0625
185,149,25,0.06375
186,149,25,0.0575
186,149,25,0.05875
186,149,25,0.0625
187,149,25,0.055
187,149,25,0.05125
187,149,25,0.0525
188,149,25,0.055
188,149,25,0.05
188,149,25,0.055
189,149,25,0.04875
189,149,25,0.045
189,149,25,0.0475
190,149,25,0.04625
190,149,25,0.04125
190,149,25,0.045
191,149,25,0.0375
191,149,25,0.04
191,149,25,0.03875
192,149,25,0.03375
192,149,25,0.0325
192,149,25,0.03375
193,149,25,0.03125
193,149,25,0.03
193,149,25,0.03125
194,149,25,0.025
194,149,25,0.02625
194,149,25,0.025
195,149,25,0.02125
195,149,25,0.02
195,149,25,0.02125
196,149,25,0.01875
196,149,25,0.01875
196,149,25,0.01875
197,149,25,0.015
197,149,25,0.01375
197,149,25,0.01375
198,149,25,0.00875
198,149,25,0.00875
198,149,25,0.00875
199,149,25,0.00375
199,149,25,0.00375
199,149,25,0.00375
